country,date,new_deaths,new_deaths_smooth,total_deaths,traffic_retail,traffic_supermarket,traffic_parks,traffic_transit_stations,traffic_workplaces,traffic_residential,traffic_retail_smooth,traffic_supermarket_smooth,traffic_parks_smooth,traffic_transit_stations_smooth,traffic_workplaces_smooth,traffic_residential_smooth
Poland,2020-04-11,27.0,18,208.0,-0.76,-0.57,-0.57,-0.64,-0.48,0.17,-0.57,-0.2,-0.46,-0.62,-0.45,0.18
Poland,2020-04-12,24.0,19,232.0,-0.88,-0.73,-0.63,-0.75,-0.41,0.13,-0.6,-0.36,-0.46,-0.63,-0.47,0.18
Poland,2020-04-13,13.0,19,245.0,-0.92,-0.94,-0.71,-0.86,-0.9,0.34,-0.65,-0.45,-0.5,-0.66,-0.53,0.21
Poland,2020-04-14,18.0,19,263.0,-0.59,-0.43,-0.54,-0.65,-0.48,0.21,-0.66,-0.47,-0.53,-0.67,-0.54,0.21
Poland,2020-04-15,23.0,18,286.0,-0.53,-0.33,-0.49,-0.61,-0.45,0.2,-0.67,-0.48,-0.54,-0.67,-0.53,0.21
Poland,2020-04-16,28.0,20,314.0,-0.55,-0.32,-0.4,-0.6,-0.43,0.19,-0.68,-0.5,-0.55,-0.67,-0.53,0.21
Poland,2020-04-17,18.0,21,332.0,-0.53,-0.28,-0.44,-0.61,-0.42,0.2,-0.68,-0.51,-0.54,-0.67,-0.51,0.21
Poland,2020-04-18,15.0,19,347.0,-0.67,-0.36,-0.42,-0.57,-0.23,0.12,-0.67,-0.48,-0.52,-0.66,-0.47,0.2
Poland,2020-04-19,13.0,18,360.0,-0.76,-0.53,-0.56,-0.67,-0.27,0.11,-0.65,-0.46,-0.51,-0.65,-0.45,0.2
Poland,2020-04-20,20.0,19,380.0,-0.45,-0.27,0.03,-0.56,-0.4,0.16,-0.58,-0.36,-0.4,-0.61,-0.38,0.17
Poland,2020-04-21,21.0,19,401.0,-0.47,-0.25,0.1,-0.55,-0.4,0.17,-0.57,-0.33,-0.31,-0.6,-0.37,0.16
Poland,2020-04-22,25.0,20,426.0,-0.47,-0.26,0.11,-0.55,-0.39,0.16,-0.56,-0.32,-0.23,-0.59,-0.36,0.16
Poland,2020-04-23,28.0,20,454.0,-0.45,-0.21,0.29,-0.53,-0.39,0.15,-0.54,-0.31,-0.13,-0.58,-0.36,0.15
Poland,2020-04-24,40.0,23,494.0,-0.46,-0.2,0.05,-0.54,-0.38,0.15,-0.53,-0.3,-0.06,-0.57,-0.35,0.15
Poland,2020-04-25,30.0,25,524.0,-0.61,-0.27,-0.15,-0.52,-0.22,0.1,-0.52,-0.28,-0.02,-0.56,-0.35,0.14
Poland,2020-04-26,11.0,25,535.0,-0.54,0.73,0.1,-0.53,-0.14,0.07,-0.49,-0.1,0.08,-0.54,-0.33,0.14
Poland,2020-04-27,27.0,26,562.0,-0.4,-0.27,0.22,-0.53,-0.36,0.14,-0.49,-0.1,0.1,-0.54,-0.33,0.13
Poland,2020-04-28,34.0,27,596.0,-0.41,-0.19,0.37,-0.5,-0.36,0.12,-0.48,-0.1,0.14,-0.53,-0.32,0.13
Poland,2020-04-29,28.0,28,624.0,-0.41,-0.14,-0.15,-0.53,-0.37,0.15,-0.47,-0.08,0.1,-0.53,-0.32,0.13
Poland,2020-04-30,20.0,27,644.0,-0.28,0.18,0.25,-0.44,-0.38,0.1,-0.44,-0.02,0.1,-0.51,-0.32,0.12
Poland,2020-05-01,7.0,22,651.0,-0.82,-0.85,0.06,-0.74,-0.81,0.28,-0.5,-0.12,0.1,-0.54,-0.38,0.14
Poland,2020-05-02,13.0,20,664.0,-0.56,-0.19,0.25,-0.5,-0.28,0.08,-0.49,-0.1,0.16,-0.54,-0.39,0.13
Poland,2020-05-03,14.0,20,678.0,-0.66,-0.43,-0.01,-0.57,-0.21,0.06,-0.51,-0.27,0.14,-0.54,-0.4,0.13
Poland,2020-05-04,20.0,19,698.0,-0.29,-0.18,0.05,-0.49,-0.34,0.12,-0.49,-0.26,0.12,-0.54,-0.39,0.13
Poland,2020-05-05,18.0,17,716.0,-0.35,-0.17,-0.17,-0.52,-0.34,0.14,-0.48,-0.25,0.04,-0.54,-0.39,0.13
Poland,2020-05-06,17.0,15,733.0,-0.35,-0.17,-0.16,-0.51,-0.34,0.14,-0.47,-0.26,0.04,-0.54,-0.39,0.13
Poland,2020-05-07,22.0,15,755.0,-0.32,-0.11,0.16,-0.46,-0.32,0.12,-0.48,-0.3,0.03,-0.54,-0.38,0.13
Poland,2020-05-08,21.0,17,776.0,-0.3,-0.06,0.35,-0.44,-0.31,0.11,-0.4,-0.19,0.07,-0.5,-0.31,0.11
Poland,2020-05-09,9.0,17,785.0,-0.37,-0.11,0.79,-0.32,-0.1,0.02,-0.38,-0.18,0.14,-0.47,-0.28,0.1
Poland,2020-05-10,15.0,17,800.0,-0.44,-0.04,0.82,-0.34,-0.06,0.01,-0.35,-0.12,0.26,-0.44,-0.26,0.09
Poland,2020-05-11,11.0,16,811.0,-0.29,-0.16,-0.14,-0.48,-0.31,0.12,-0.35,-0.12,0.24,-0.44,-0.25,0.09
Poland,2020-05-12,28.0,17,839.0,-0.3,-0.11,-0.08,-0.47,-0.31,0.13,-0.34,-0.11,0.25,-0.43,-0.25,0.09
Poland,2020-05-13,22.0,18,861.0,-0.3,-0.13,0.02,-0.46,-0.3,0.12,-0.33,-0.1,0.27,-0.42,-0.24,0.09
Poland,2020-05-14,22.0,18,883.0,-0.29,-0.1,0.03,-0.46,-0.3,0.11,-0.33,-0.1,0.26,-0.42,-0.24,0.09
Poland,2020-05-15,24.0,18,907.0,-0.3,-0.06,0.09,-0.45,-0.29,0.11,-0.33,-0.1,0.22,-0.43,-0.24,0.09
Poland,2020-05-16,8.0,18,915.0,-0.35,-0.11,0.37,-0.36,-0.08,0.04,-0.32,-0.1,0.16,-0.43,-0.24,0.09
Poland,2020-05-17,10.0,17,925.0,-0.46,-0.12,0.52,-0.37,-0.03,0.03,-0.33,-0.11,0.12,-0.44,-0.23,0.09
Poland,2020-05-18,11.0,17,936.0,-0.19,-0.12,0.17,-0.43,-0.27,0.1,-0.31,-0.11,0.16,-0.43,-0.23,0.09
Poland,2020-05-19,12.0,15,948.0,-0.22,-0.11,0.17,-0.43,-0.27,0.11,-0.3,-0.11,0.2,-0.42,-0.22,0.09
Poland,2020-05-20,14.0,14,962.0,-0.17,-0.07,0.43,-0.39,-0.27,0.09,-0.28,-0.1,0.25,-0.41,-0.22,0.08
Poland,2020-05-21,10.0,12,972.0,-0.16,-0.04,0.47,-0.38,-0.27,0.09,-0.26,-0.09,0.32,-0.4,-0.21,0.08
Poland,2020-05-22,10.0,10,982.0,-0.2,-0.03,0.41,-0.39,-0.26,0.09,-0.25,-0.09,0.36,-0.39,-0.21,0.08
Poland,2020-05-23,11.0,11,993.0,-0.28,-0.09,0.24,-0.36,-0.03,0.04,-0.24,-0.08,0.34,-0.39,-0.2,0.08
Poland,2020-05-24,3.0,10,996.0,-0.41,-0.19,0.17,-0.39,-0.01,0.03,-0.23,-0.09,0.29,-0.4,-0.2,0.08
Poland,2020-05-25,11.0,10,1007.0,-0.15,-0.05,-0.04,-0.42,-0.26,0.1,-0.23,-0.08,0.26,-0.39,-0.2,0.08
Poland,2020-05-26,17.0,10,1024.0,-0.14,0.01,0.23,-0.36,-0.23,0.08,-0.22,-0.07,0.27,-0.38,-0.19,0.07
Poland,2020-05-27,4.0,9,1028.0,-0.17,-0.09,0.53,-0.36,-0.24,0.08,-0.22,-0.07,0.29,-0.38,-0.19,0.07
Poland,2020-05-28,10.0,9,1038.0,-0.17,-0.04,0.27,-0.38,-0.24,0.09,-0.22,-0.07,0.26,-0.38,-0.18,0.07
Poland,2020-05-29,13.0,9,1051.0,-0.16,-0.01,0.34,-0.36,-0.23,0.08,-0.21,-0.07,0.25,-0.38,-0.18,0.07
Poland,2020-05-30,10.0,9,1061.0,-0.22,-0.07,0.3,-0.32,0.02,0.03,-0.2,-0.06,0.26,-0.37,-0.17,0.07
Poland,2020-05-31,3.0,9,1064.0,-0.34,-0.15,0.42,-0.35,0.05,0.02,-0.19,-0.06,0.29,-0.36,-0.16,0.07
Poland,2020-06-01,10.0,9,1074.0,0.04,0.01,0.77,-0.29,-0.21,0.05,-0.17,-0.05,0.41,-0.35,-0.15,0.06
Poland,2020-06-02,18.0,9,1092.0,-0.15,-0.07,0.5,-0.34,-0.21,0.08,-0.17,-0.06,0.45,-0.34,-0.15,0.06
Poland,2020-06-03,23.0,12,1115.0,-0.12,-0.06,0.58,-0.33,-0.21,0.07,-0.16,-0.06,0.45,-0.34,-0.15,0.06
Poland,2020-06-04,2.0,11,1117.0,-0.12,-0.03,0.74,-0.3,-0.2,0.06,-0.15,-0.05,0.52,-0.33,-0.14,0.06
Poland,2020-06-05,20.0,12,1137.0,-0.18,-0.02,0.05,-0.36,-0.22,0.08,-0.16,-0.06,0.48,-0.33,-0.14,0.06
Poland,2020-06-06,16.0,13,1153.0,-0.18,-0.05,0.96,-0.21,0.07,-0.01,-0.15,-0.05,0.57,-0.31,-0.13,0.05
Poland,2020-06-07,4.0,13,1157.0,-0.19,-0.01,0.73,-0.27,0.11,0.0,-0.13,-0.03,0.62,-0.3,-0.12,0.05
Poland,2020-06-08,9.0,13,1166.0,-0.1,-0.06,0.24,-0.35,-0.22,0.06,-0.15,-0.04,0.54,-0.31,-0.13,0.05
Poland,2020-06-09,17.0,13,1183.0,-0.07,0.0,0.52,-0.3,-0.21,0.06,-0.14,-0.03,0.55,-0.3,-0.13,0.05
Poland,2020-06-10,23.0,13,1206.0,0.08,0.31,0.64,-0.21,-0.23,0.02,-0.11,0.02,0.55,-0.29,-0.13,0.04
Poland,2020-06-11,9.0,14,1215.0,-0.48,-0.75,2.18,-0.51,-0.77,0.17,-0.16,-0.08,0.76,-0.32,-0.21,0.05
Poland,2020-06-12,7.0,12,1222.0,0.0,0.09,1.49,-0.35,-0.47,0.08,-0.13,-0.07,0.97,-0.31,-0.25,0.05
Poland,2020-06-13,15.0,12,1237.0,-0.17,-0.07,1.58,-0.23,0.02,-0.02,-0.13,-0.07,1.05,-0.32,-0.25,0.05
Poland,2020-06-14,10.0,12,1247.0,-0.02,0.05,1.25,-0.1,0.15,-0.05,-0.11,-0.06,1.13,-0.29,-0.25,0.05
Poland,2020-06-15,9.0,12,1256.0,-0.02,0.01,0.65,-0.27,-0.2,0.04,-0.1,-0.05,1.19,-0.28,-0.24,0.04
Poland,2020-06-16,16.0,12,1272.0,-0.05,0.01,0.84,-0.27,-0.2,0.05,-0.09,-0.05,1.23,-0.28,-0.24,0.04
Poland,2020-06-17,14.0,11,1286.0,-0.06,-0.01,0.69,-0.28,-0.2,0.05,-0.11,-0.1,1.24,-0.29,-0.24,0.05
Poland,2020-06-18,30.0,14,1316.0,-0.07,0.0,0.59,-0.28,-0.21,0.05,-0.06,0.01,1.01,-0.25,-0.16,0.03
Poland,2020-06-19,18.0,16,1334.0,-0.1,0.0,0.37,-0.3,-0.21,0.05,-0.07,-0.0,0.85,-0.25,-0.12,0.02
Poland,2020-06-20,12.0,15,1346.0,-0.15,-0.04,0.55,-0.24,0.06,0.0,-0.07,0.0,0.71,-0.25,-0.12,0.03
Poland,2020-06-21,10.0,15,1356.0,-0.16,-0.09,0.57,-0.24,0.12,0.0,-0.09,-0.02,0.61,-0.27,-0.12,0.03
Poland,2020-06-22,3.0,14,1359.0,-0.04,-0.02,0.41,-0.3,-0.23,0.05,-0.09,-0.02,0.57,-0.27,-0.12,0.04
Poland,2020-06-23,16.0,14,1375.0,0.01,0.06,0.89,-0.23,-0.21,0.04,-0.08,-0.01,0.58,-0.27,-0.13,0.03
Poland,2020-06-24,21.0,15,1396.0,-0.05,-0.02,0.59,-0.27,-0.21,0.05,-0.08,-0.02,0.57,-0.27,-0.13,0.03
Poland,2020-06-25,16.0,13,1412.0,-0.01,0.03,1.14,-0.22,-0.2,0.03,-0.07,-0.01,0.65,-0.26,-0.13,0.03
Poland,2020-06-26,17.0,13,1429.0,-0.03,0.03,0.85,-0.21,-0.21,0.03,-0.06,-0.01,0.71,-0.24,-0.13,0.03
Poland,2020-06-27,6.0,12,1435.0,-0.13,-0.06,1.24,-0.13,0.06,-0.03,-0.06,-0.01,0.81,-0.23,-0.13,0.02
Poland,2020-06-28,3.0,11,1438.0,0.42,-0.09,1.21,0.03,0.34,-0.07,0.02,-0.01,0.9,-0.19,-0.09,0.01
Poland,2020-06-29,6.0,12,1444.0,-0.08,-0.09,0.43,-0.28,-0.23,0.05,0.02,-0.02,0.91,-0.19,-0.09,0.01
Poland,2020-06-30,19.0,12,1463.0,0.03,0.03,1.19,-0.2,-0.2,0.03,0.02,-0.02,0.95,-0.18,-0.09,0.01
Poland,2020-07-01,14.0,11,1477.0,0.03,0.02,1.18,-0.19,-0.21,0.02,0.03,-0.02,1.03,-0.17,-0.09,0.01
Poland,2020-07-02,15.0,11,1492.0,0.01,0.04,1.04,-0.21,-0.22,0.03,0.04,-0.02,1.02,-0.17,-0.1,0.01
Poland,2020-07-03,15.0,11,1507.0,-0.03,0.03,0.88,-0.22,-0.22,0.02,0.04,-0.02,1.02,-0.17,-0.1,0.01
Poland,2020-07-04,5.0,11,1512.0,-0.08,-0.02,1.59,-0.09,0.06,-0.05,0.04,-0.01,1.07,-0.17,-0.1,0.0
Poland,2020-07-05,5.0,11,1517.0,0.11,0.2,1.65,-0.02,0.14,-0.06,-0.0,0.03,1.14,-0.17,-0.13,0.01
Poland,2020-07-06,4.0,11,1521.0,0.02,0.01,0.95,-0.23,-0.25,0.03,0.01,0.04,1.21,-0.17,-0.13,0.0
Poland,2020-07-07,7.0,9,1528.0,0.03,0.03,1.22,-0.21,-0.24,0.03,0.01,0.04,1.22,-0.17,-0.13,0.0
Poland,2020-07-08,14.0,9,1542.0,0.02,0.0,0.9,-0.23,-0.24,0.03,0.01,0.04,1.18,-0.17,-0.14,0.0
Poland,2020-07-09,9.0,8,1551.0,0.03,0.04,1.07,-0.21,-0.24,0.03,0.01,0.04,1.18,-0.17,-0.14,0.0
Poland,2020-07-10,11.0,7,1562.0,-0.01,0.04,1.01,-0.2,-0.23,0.01,0.02,0.04,1.2,-0.17,-0.14,0.0
Poland,2020-07-11,6.0,8,1568.0,-0.07,-0.01,0.86,-0.15,0.01,-0.02,0.02,0.04,1.09,-0.18,-0.15,0.01
Poland,2020-07-12,3.0,7,1571.0,0.21,0.35,1.41,0.09,0.19,-0.06,0.03,0.07,1.06,-0.16,-0.14,0.01
Poland,2020-07-13,5.0,7,1576.0,0.06,0.03,1.14,-0.21,-0.26,0.03,0.04,0.07,1.09,-0.16,-0.14,0.01
Poland,2020-07-14,12.0,8,1588.0,0.06,0.04,1.73,-0.19,-0.26,0.02,0.04,0.07,1.16,-0.16,-0.15,0.01
Poland,2020-07-15,6.0,7,1594.0,0.07,0.04,1.59,-0.18,-0.25,0.02,0.05,0.08,1.26,-0.15,-0.15,0.0
Poland,2020-07-16,11.0,7,1605.0,0.04,0.05,1.0,-0.22,-0.26,0.04,0.05,0.08,1.25,-0.15,-0.15,0.01
Poland,2020-07-17,7.0,7,1612.0,0.01,0.04,1.19,-0.2,-0.25,0.02,0.05,0.08,1.27,-0.15,-0.15,0.01
Poland,2020-07-18,6.0,7,1618.0,-0.06,-0.01,1.73,-0.04,0.03,-0.05,0.06,0.08,1.4,-0.14,-0.15,0.0
Poland,2020-07-19,6.0,7,1624.0,0.18,0.2,1.85,0.05,0.11,-0.06,0.05,0.06,1.46,-0.14,-0.16,0.0
Poland,2020-07-20,3.0,7,1627.0,0.05,0.04,1.27,-0.21,-0.28,0.02,0.05,0.06,1.48,-0.14,-0.17,0.0
Poland,2020-07-21,9.0,6,1636.0,0.07,0.06,1.74,-0.19,-0.28,0.02,0.05,0.06,1.48,-0.14,-0.17,0.0
Poland,2020-07-22,6.0,6,1642.0,0.09,0.05,1.76,-0.18,-0.26,0.02,0.05,0.06,1.51,-0.14,-0.17,0.0
Poland,2020-07-23,9.0,6,1651.0,0.06,0.06,1.65,-0.19,-0.27,0.02,0.06,0.06,1.6,-0.14,-0.17,-0.0
Poland,2020-07-24,4.0,6,1655.0,0.01,0.06,1.43,-0.18,-0.26,0.01,0.06,0.07,1.63,-0.13,-0.17,-0.0
Poland,2020-07-25,9.0,6,1664.0,-0.05,0.01,1.93,-0.02,0.01,-0.06,0.06,0.07,1.66,-0.13,-0.18,-0.0
Poland,2020-07-26,7.0,6,1671.0,0.15,0.2,1.76,0.04,0.1,-0.07,0.05,0.07,1.65,-0.13,-0.18,-0.01
Poland,2020-07-27,5.0,7,1676.0,0.07,0.06,1.69,-0.19,-0.3,0.02,0.06,0.07,1.71,-0.13,-0.18,-0.01
Poland,2020-07-28,6.0,6,1682.0,0.02,0.04,1.89,-0.2,-0.29,0.03,0.05,0.07,1.73,-0.13,-0.18,-0.0
Poland,2020-07-29,12.0,7,1694.0,0.09,0.07,1.83,-0.17,-0.29,0.02,0.05,0.07,1.74,-0.13,-0.19,-0.0
Poland,2020-07-30,15.0,8,1709.0,0.09,0.08,1.85,-0.16,-0.29,0.02,0.05,0.07,1.77,-0.13,-0.19,-0.0
Poland,2020-07-31,7.0,8,1716.0,0.03,0.06,1.46,-0.17,-0.29,0.01,0.06,0.07,1.77,-0.12,-0.19,-0.0
Poland,2020-08-01,5.0,8,1721.0,-0.06,0.0,2.02,0.01,-0.02,-0.06,0.06,0.07,1.79,-0.12,-0.2,-0.0
Poland,2020-08-02,10.0,8,1731.0,0.2,0.25,2.04,0.08,0.08,-0.07,0.06,0.08,1.83,-0.11,-0.2,-0.0
Poland,2020-08-03,1.0,8,1732.0,0.05,0.04,1.15,-0.21,-0.33,0.04,0.06,0.08,1.75,-0.12,-0.2,-0.0
Poland,2020-08-04,6.0,8,1738.0,0.02,0.03,1.33,-0.23,-0.33,0.06,0.06,0.08,1.67,-0.12,-0.21,0.0
Poland,2020-08-05,18.0,8,1756.0,0.1,0.06,1.92,-0.17,-0.31,0.03,0.06,0.07,1.68,-0.12,-0.21,0.0
Poland,2020-08-06,18.0,9,1774.0,0.07,0.07,2.21,-0.16,-0.31,0.02,0.06,0.07,1.73,-0.12,-0.22,0.0
Poland,2020-08-07,13.0,10,1787.0,0.0,0.05,1.81,-0.19,-0.31,0.0,0.05,0.07,1.78,-0.12,-0.22,0.0
Poland,2020-08-08,13.0,11,1800.0,-0.08,0.01,2.11,-0.03,-0.03,-0.06,0.05,0.07,1.8,-0.13,-0.22,0.0
Poland,2020-08-09,7.0,10,1807.0,0.13,0.19,1.87,0.03,0.06,-0.07,0.04,0.06,1.77,-0.14,-0.22,0.0
Poland,2020-08-10,2.0,11,1809.0,0.1,0.09,1.81,-0.18,-0.32,0.01,0.05,0.07,1.87,-0.13,-0.22,-0.0
Poland,2020-08-11,12.0,11,1821.0,0.09,0.08,2.08,-0.18,-0.31,0.02,0.06,0.08,1.97,-0.13,-0.22,-0.01
Poland,2020-08-12,9.0,10,1830.0,0.12,0.08,2.14,-0.16,-0.31,0.01,0.06,0.08,2.0,-0.12,-0.22,-0.01
Poland,2020-08-13,14.0,10,1844.0,0.11,0.14,2.14,-0.15,-0.31,0.01,0.07,0.09,1.99,-0.12,-0.22,-0.01
Poland,2020-08-14,14.0,10,1858.0,0.1,0.32,1.83,-0.17,-0.4,0.01,0.08,0.13,2.0,-0.12,-0.23,-0.01
Poland,2020-08-15,11.0,9,1869.0,-0.41,-0.74,2.57,-0.16,-0.35,-0.02,0.03,0.02,2.06,-0.14,-0.28,-0.0
Poland,2020-08-16,8.0,10,1877.0,0.23,0.29,2.12,0.09,0.06,-0.09,0.05,0.04,2.1,-0.13,-0.28,-0.01
Poland,2020-08-17,8.0,10,1885.0,0.12,0.13,1.61,-0.16,-0.33,0.01,0.05,0.04,2.07,-0.13,-0.28,-0.01
Poland,2020-08-18,11.0,10,1896.0,0.05,0.06,1.56,-0.2,-0.29,0.03,0.05,0.04,2.0,-0.13,-0.28,-0.01
Poland,2020-08-19,17.0,11,1913.0,0.08,0.06,1.52,-0.19,-0.29,0.03,0.04,0.04,1.91,-0.13,-0.27,-0.0
Poland,2020-08-20,12.0,11,1925.0,0.07,0.06,1.91,-0.17,-0.29,0.01,0.03,0.03,1.87,-0.14,-0.27,-0.0
Poland,2020-08-21,13.0,11,1938.0,-0.01,0.04,1.67,-0.19,-0.29,0.01,0.02,-0.01,1.85,-0.14,-0.25,-0.0
Poland,2020-08-22,13.0,11,1951.0,-0.12,-0.05,1.44,-0.1,-0.03,-0.04,0.06,0.08,1.69,-0.13,-0.21,-0.01
Poland,2020-08-23,4.0,11,1955.0,0.14,0.11,1.44,0.02,0.07,-0.05,0.05,0.06,1.59,-0.14,-0.21,-0.0
Poland,2020-08-24,5.0,10,1960.0,0.07,0.04,1.31,-0.18,-0.27,0.02,0.04,0.05,1.55,-0.14,-0.2,0.0
Poland,2020-08-25,17.0,11,1977.0,0.06,0.05,1.46,-0.17,-0.26,0.02,0.04,0.04,1.54,-0.14,-0.19,-0.0
Poland,2020-08-26,17.0,11,1994.0,0.05,0.02,0.98,-0.19,-0.26,0.03,0.04,0.04,1.46,-0.14,-0.19,-0.0
Poland,2020-08-27,16.0,12,2010.0,0.04,0.05,0.94,-0.19,-0.26,0.03,0.03,0.04,1.32,-0.14,-0.19,0.0
Poland,2020-08-28,8.0,11,2018.0,0.03,0.05,1.2,-0.17,-0.25,0.01,0.04,0.04,1.25,-0.14,-0.18,0.0
Poland,2020-08-29,14.0,11,2032.0,-0.06,-0.06,1.26,-0.08,-0.01,-0.03,0.05,0.04,1.23,-0.14,-0.18,0.0
Poland,2020-08-30,1.0,11,2033.0,0.54,1.62,0.93,0.02,0.17,-0.05,0.1,0.25,1.15,-0.14,-0.16,0.0
Poland,2020-08-31,6.0,11,2039.0,0.07,-0.01,0.62,-0.18,-0.26,0.03,0.1,0.25,1.06,-0.14,-0.16,0.01
Poland,2020-09-01,19.0,11,2058.0,0.07,0.07,0.53,-0.13,-0.26,0.04,0.11,0.25,0.92,-0.13,-0.16,0.01
Poland,2020-09-02,20.0,12,2078.0,0.0,0.03,0.54,-0.12,-0.22,0.01,0.1,0.25,0.86,-0.12,-0.16,0.01
Poland,2020-09-03,14.0,11,2092.0,0.01,0.04,0.91,-0.1,-0.21,0.0,0.09,0.25,0.86,-0.11,-0.15,0.0
Poland,2020-09-04,8.0,11,2100.0,-0.02,0.03,0.75,-0.11,-0.2,-0.01,0.09,0.25,0.79,-0.1,-0.14,-0.0
Poland,2020-09-05,13.0,11,2113.0,-0.07,-0.03,0.99,-0.11,-0.01,-0.02,0.09,0.25,0.75,-0.1,-0.14,-0.0
Poland,2020-09-06,7.0,12,2120.0,0.04,0.01,0.92,-0.06,0.03,-0.02,0.01,0.02,0.75,-0.12,-0.16,0.0
Poland,2020-09-07,4.0,12,2124.0,0.0,0.02,0.63,-0.12,-0.22,0.0,0.0,0.02,0.75,-0.11,-0.16,-0.0
Poland,2020-09-08,12.0,11,2136.0,-0.01,0.03,0.89,-0.11,-0.22,0.0,-0.01,0.02,0.8,-0.1,-0.15,-0.01
Poland,2020-09-09,11.0,9,2147.0,0.01,0.03,0.99,-0.11,-0.19,-0.01,-0.01,0.02,0.87,-0.1,-0.15,-0.01
Poland,2020-09-10,12.0,9,2159.0,0.03,0.07,0.92,-0.09,-0.2,-0.02,-0.0,0.02,0.87,-0.1,-0.14,-0.01
Poland,2020-09-11,10.0,9,2169.0,0.03,0.07,1.0,-0.07,-0.19,-0.05,0.0,0.03,0.91,-0.1,-0.14,-0.02
Poland,2020-09-12,13.0,9,2182.0,-0.01,-0.02,1.61,-0.01,-0.02,-0.07,0.01,0.03,0.99,-0.08,-0.14,-0.02
Poland,2020-09-13,6.0,9,2188.0,0.19,0.2,1.5,0.06,0.04,-0.08,0.03,0.06,1.08,-0.06,-0.14,-0.03
Poland,2020-09-14,15.0,11,2203.0,0.02,0.02,1.0,-0.1,-0.13,-0.03,0.04,0.06,1.13,-0.06,-0.13,-0.04
Poland,2020-09-15,24.0,13,2227.0,0.0,0.03,1.22,-0.1,-0.12,-0.02,0.04,0.06,1.18,-0.06,-0.12,-0.04
Poland,2020-09-16,10.0,12,2237.0,0.01,0.02,1.15,-0.09,-0.13,-0.02,0.04,0.06,1.2,-0.06,-0.11,-0.04
Poland,2020-09-17,16.0,13,2253.0,-0.01,0.02,0.76,-0.12,-0.14,-0.01,0.03,0.05,1.18,-0.06,-0.1,-0.04
Poland,2020-09-18,17.0,14,2270.0,-0.01,0.04,0.81,-0.1,-0.13,-0.02,0.03,0.04,1.15,-0.07,-0.09,-0.04
Poland,2020-09-19,12.0,14,2282.0,-0.03,-0.03,1.25,-0.05,-0.02,-0.04,0.02,0.04,1.1,-0.07,-0.09,-0.03
Poland,2020-09-20,11.0,15,2293.0,0.14,0.13,1.29,0.02,0.02,-0.05,0.02,0.03,1.07,-0.08,-0.09,-0.03
Poland,2020-09-21,5.0,13,2298.0,0.0,0.02,0.77,-0.11,-0.13,-0.01,0.01,0.03,1.04,-0.08,-0.09,-0.02
Poland,2020-09-22,18.0,12,2316.0,-0.04,0.02,0.94,-0.09,-0.12,0.0,0.01,0.03,1.0,-0.08,-0.09,-0.02
Poland,2020-09-23,28.0,15,2344.0,-0.04,0.02,0.84,-0.09,-0.1,0.0,0.0,0.03,0.95,-0.08,-0.09,-0.02
Poland,2020-09-24,25.0,16,2369.0,-0.05,0.03,0.76,-0.1,-0.1,0.0,-0.0,0.03,0.95,-0.07,-0.08,-0.02
Poland,2020-09-25,23.0,17,2392.0,-0.07,0.03,0.4,-0.11,-0.1,0.01,-0.01,0.03,0.89,-0.08,-0.08,-0.01
Poland,2020-09-26,32.0,20,2424.0,-0.09,-0.04,0.35,-0.14,-0.04,0.0,-0.02,0.03,0.76,-0.09,-0.08,-0.01
Poland,2020-09-27,8.0,19,2432.0,-0.19,-0.22,0.07,-0.18,-0.05,0.01,-0.07,-0.02,0.59,-0.12,-0.09,0.0
Poland,2020-09-28,15.0,21,2447.0,-0.06,0.0,0.27,-0.12,-0.08,0.02,-0.08,-0.02,0.52,-0.12,-0.08,0.01
Poland,2020-09-29,36.0,23,2483.0,-0.07,0.02,0.31,-0.12,-0.08,0.02,-0.08,-0.02,0.43,-0.12,-0.08,0.01
Poland,2020-09-30,30.0,24,2513.0,-0.03,0.03,0.23,-0.1,-0.09,0.01,-0.08,-0.02,0.34,-0.12,-0.08,0.01
Poland,2020-10-01,30.0,24,2543.0,-0.08,0.03,0.19,-0.12,-0.08,0.01,-0.08,-0.02,0.26,-0.13,-0.07,0.01
Poland,2020-10-02,27.0,25,2570.0,-0.07,0.04,0.29,-0.1,-0.07,0.0,-0.08,-0.02,0.24,-0.13,-0.07,0.01
Poland,2020-10-03,34.0,25,2604.0,-0.06,-0.03,0.92,-0.04,-0.03,-0.02,-0.08,-0.02,0.33,-0.11,-0.07,0.01
Poland,2020-10-04,26.0,28,2630.0,-0.08,-0.12,0.52,-0.05,-0.04,-0.01,-0.06,-0.0,0.39,-0.09,-0.07,0.0
Poland,2020-10-05,29.0,30,2659.0,-0.09,-0.01,0.21,-0.11,-0.09,0.01,-0.07,-0.01,0.38,-0.09,-0.07,0.0
Poland,2020-10-06,58.0,33,2717.0,-0.09,0.02,0.42,-0.11,-0.09,0.01,-0.07,-0.01,0.4,-0.09,-0.07,0.0
Poland,2020-10-07,75.0,39,2792.0,-0.08,0.01,0.33,-0.12,-0.08,0.01,-0.08,-0.01,0.41,-0.09,-0.07,0.0
Poland,2020-10-08,75.0,46,2867.0,-0.09,0.04,0.32,-0.13,-0.08,0.02,-0.08,-0.01,0.43,-0.09,-0.07,0.0
